"","name","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000135924","DNAJB2",144.312254302667,-1.10506418388916,0.353883315395111,9.09958112241865e-05,0.00828972934647379
"ENSG00000164400","CSF2",77.6071782167249,1.4050093495201,0.4583345474281,0.000100804464667004,0.00895504736862701
"ENSG00000137193","PIM1",52.183110133254,-2.78924447888656,0.968575188443328,0.000113373796575082,0.00977972227847664
"ENSG00000170961","HAS2",68.4157991363676,1.53606215927684,0.509752658403784,0.00011299543414186,0.00977972227847664
"ENSG00000164111","ANXA5",1052.74776033002,0.766906656922368,0.242243019900909,0.000116257589604429,0.0098852167617937
"ENSG00000164161","HHIP",617.704707370785,0.746768802395947,0.238291552996011,0.000133315635887526,0.0110207592333689
"ENSG00000240052","AC108114.1",119.022178288766,-2.33384181637828,0.817105467797798,0.000132963273584786,0.0110207592333689
"ENSG00000243403","AC090543.2",706.037817432987,-1.45564027533391,0.502083763498246,0.000146585307131318,0.0119517225759672
"ENSG00000115289","PCGF1",50.7017956801046,-2.08969630497165,0.733766956912354,0.000148772657957216,0.0119661467589372
"ENSG00000185088","RPS27L",514.761097875373,0.746596232142764,0.241407468841185,0.000153589178405389,0.0120284577614326
"ENSG00000129353","SLC44A2",290.20058145671,-0.830892407394212,0.272570366527803,0.000152960720259892,0.0120284577614326
"ENSG00000161547","SRSF2",174.709892646637,1.1645654449351,0.400512284411341,0.000174348643237982,0.0133041426224676
"ENSG00000174738","NR1D2",111.387690045892,-1.32536667209902,0.462471210606582,0.000173077946649392,0.0133041426224676
"ENSG00000114698","PLSCR4",164.085413192445,1.07149864970842,0.366668658940291,0.000177593604687973,0.0133802169000356
"ENSG00000234513","AC073072.1",325.889953340716,-1.40590578788661,0.498375767944448,0.000188220877263861,0.0140036332684312
"ENSG00000083896","YTHDC1",81.0338280266804,-1.22288958063892,0.431159824290854,0.000200706085956443,0.014748180538429
"ENSG00000004478","FKBP4",135.204897256268,-0.888598282950206,0.303993561074476,0.000208391919778598,0.0147641095344187
"ENSG00000166923","GREM1",556.419295945841,0.756551303220261,0.253764904354799,0.000210844978230105,0.0147641095344187
"ENSG00000148841","ITPRIP",157.410805784585,-0.808971453895412,0.273691267652355,0.000210049976621259,0.0147641095344187
"ENSG00000160633","SAFB",82.4334313830537,-1.44809662754832,0.52152657797705,0.00020880479221651,0.0147641095344187
"ENSG00000115216","NRBP1",911.483256377106,-1.66775615740657,0.610245844193904,0.000215160275234219,0.0148910925371403
"ENSG00000162783","IER5",87.2807868358781,-1.02434387638841,0.360372125463823,0.000223238098657886,0.0151332426649357
"ENSG00000127920","GNG11",1239.28761574875,0.698203405891523,0.232864509358501,0.000223744179185877,0.0151332426649357
"ENSG00000213174","AC026316.1",106.8002053781,-1.47387966919462,0.537920890732583,0.000236907697632576,0.0158435350147089
"ENSG00000119185","ITGB1BP1",143.99686787227,0.872877009967922,0.302091387130736,0.000239992870570774,0.0158715285070805
"ENSG00000050820","BCAR1",258.143293403943,-0.803308683684633,0.276553532381424,0.000247296254811652,0.016174805589439
"ENSG00000110492","MDK",321.865130114167,-1.01589601918651,0.362559808182772,0.000259160340142833,0.0167665472231537
"ENSG00000267752","RPS10P27",41.7501674458067,-2.48182302542055,0.953609281028767,0.000265084183522818,0.0169653877454603
"ENSG00000164683","HEY1",118.175475544496,-1.29322415120457,0.473915252863309,0.000268698685517747,0.0170137720872514
"ENSG00000229117","RPL41",796.053143458284,0.676624095596957,0.229559180573741,0.000276578171088561,0.0173283502559907
"ENSG00000115414","FN1",13725.9573749418,0.725292562643078,0.251013584615248,0.000288067301521329,0.0176760472026283
"ENSG00000107816","LZTS2",126.89497555578,-1.25542013969392,0.464950149346923,0.000287470580820841,0.0176760472026283
"ENSG00000130669","PAK4",147.782614986526,-2.07843906699053,0.817309369897858,0.000313834605064497,0.0190606486667744
"ENSG00000114315","HES1",168.434315528496,-1.32775272039865,0.504244487415762,0.000330015949706628,0.0198409589156954
"ENSG00000163132","MSX1",118.140453923799,-1.32727507864676,0.50649988707201,0.000334842062140049,0.0199297995385757
"ENSG00000117461","PIK3R3",44.7203118180539,-1.52432239750485,0.581782390280425,0.000339297204011233,0.01999501938886
"ENSG00000171729","TMEM51",54.0782626085548,-1.30188714194329,0.503626353194342,0.000378887210365305,0.0221091830989637
"ENSG00000136826","KLF4",41.2329325701115,-1.56688030085252,0.616338707034472,0.000389477665052071,0.0225065151688342
"ENSG00000067113","PLPP1",244.230778188816,0.925093877894039,0.348234293070824,0.000427019782535057,0.0241515132364409
"ENSG00000099795","NDUFB7",671.845681706265,-1.02816540320293,0.393706084381206,0.000425076202735547,0.0241515132364409
"ENSG00000204569","PPP1R10",75.0679207443349,-1.01012090638909,0.38519214251474,0.000430117675245755,0.0241515132364409
"ENSG00000169429","CXCL8",3150.14742155199,0.73932278191724,0.271274758652053,0.000466997610163593,0.0259772876233057
"ENSG00000077150","NFKB2",141.596422884798,-1.13939897780807,0.448787777181513,0.000482130645200854,0.026570755557736
"ENSG00000164889","SLC4A2",365.547594834568,-1.25013107836907,0.504424210689081,0.00049167875223602,0.0268483663606311
"ENSG00000213280","AC090114.1",59.8726032644578,-1.93273510069658,0.811964358297473,0.000500057429823909,0.0270576529301082
"ENSG00000107796","ACTA2",170.824242062133,0.950395655602007,0.369362285150224,0.000510502787058452,0.0271295766836777
"ENSG00000100644","HIF1A",326.319425668783,0.749760846070205,0.27913552056855,0.000509378281398906,0.0271295766836777
"ENSG00000167680","SEMA6B",108.084804365003,-1.10740675129961,0.439343612119879,0.00052887170056024,0.0278570297498633
"ENSG00000100650","SRSF5",165.77544872229,0.797640336287282,0.306279294307676,0.000578020538053421,0.0301787565131049
"ENSG00000134686","PHC2",439.999739566272,-1.47857703840388,0.625195212149045,0.000588418894336123,0.0304042358984212
"ENSG00000264522","OTUD7B",69.72464695152,-1.01223442865665,0.409300223720837,0.000623205104100703,0.0304042358984212
"ENSG00000184481","FOXO4",42.3459540010147,-0.198519318838544,0.382315063424509,0.000610405838503084,0.0304042358984212
"ENSG00000196961","AP2A1",637.788820691605,-1.2998364292511,0.545792994846056,0.000618129845788892,0.0304042358984212
"ENSG00000083857","FAT1",111.840880555331,0.908163888442351,0.358467870362959,0.000593553428713348,0.0304042358984212
"ENSG00000196792","STRN3",131.437203909801,-1.76842535517361,0.766863307272869,0.000599318711316611,0.0304042358984212
"ENSG00000105971","CAV2",172.570920985304,0.833467173490212,0.324033651050607,0.000610550223583468,0.0304042358984212
"ENSG00000095787","WAC",218.933221462915,-0.845929181754685,0.332375461718376,0.000617484996622707,0.0304042358984212
"ENSG00000150991","UBC",3373.42678707469,-0.633925463635263,0.235647209007164,0.000631581094168652,0.0305623631909904
"ENSG00000148677","ANKRD1",813.182551012984,1.20352441443786,0.502792972406734,0.000662218609048403,0.0317727110093263
"ENSG00000157954","WIPI2",272.483556894035,-1.00378001449017,0.41059592936413,0.000667269636452586,0.0317727110093263
"ENSG00000108518","PFN1",4598.60175411443,-1.27552825914591,0.547261544290446,0.000702078927437374,0.0329037305205295
"ENSG00000059728","MXD1",45.3133952626732,-1.26792928378927,0.537407579888694,0.000699431454831262,0.0329037305205295
"ENSG00000123395","ATG101",199.343452670973,-1.09296421484361,0.457984747337096,0.000717022729213906,0.0333415569084466
"ENSG00000119681","LTBP2",217.003735678728,0.760613448075816,0.298256815091223,0.000730119156217023,0.0336873582775482
"ENSG00000188229","TUBB4B",533.741153258465,0.655543477194388,0.250403609286352,0.000743140376367103,0.0337931250321434
"ENSG00000150787","PTS",60.098588894889,1.07778695101357,0.450396261112652,0.000743766696776005,0.0337931250321434
"ENSG00000011243","AKAP8L",77.3437766967143,-1.30865552248952,0.567873853335764,0.000752161200383718,0.0339156323082113
"ENSG00000182979","MTA1",149.385628642451,-1.07254565385947,0.452442131149664,0.000759003390498075,0.0339668284228913
"ENSG00000134824","FADS2",909.058485714469,-0.803555885557948,0.324308419420377,0.000789060315137941,0.0350484104156793
"ENSG00000138166","DUSP5",50.0456073970948,-1.21029078841469,0.527781082814036,0.000814857392716745,0.0358731555947236
"ENSG00000103257","SLC7A5",189.855717059922,-0.739743998040492,0.294548721236855,0.000819682318696642,0.0358731555947236
"ENSG00000107562","CXCL12",41.5478557792541,1.33444110575937,0.580991276752989,0.000828891259992375,0.0360113925509096
"ENSG00000103111","MON1B",73.1403780076448,-0.89714794803698,0.379509560987871,0.00092418177335004,0.0398603617027496
"ENSG00000168003","SLC3A2",368.642410605399,-0.841831821376617,0.352910983456183,0.000939998528909241,0.0399633660290557
"ENSG00000160741","CRTC2",86.9602458416607,-1.17371288238885,0.523264412484179,0.000933768949383712,0.0399633660290557
"ENSG00000125089","SH3TC1",63.7206773679387,-1.26434135105911,0.570339947700612,0.000955631715995713,0.0403398579688403
"ENSG00000204469","PRRC2A",429.645422114537,-1.19661920001898,0.543757756468944,0.00100567510107588,0.042153367616927
"ENSG00000099804","CDC34",334.562982687345,-0.989358450500809,0.436215402882094,0.00102541099045536,0.0426800434628693
"ENSG00000169223","LMAN2",584.372166134747,-0.881735897362057,0.380355137254009,0.00103690157430634,0.0428585984046621
"ENSG00000103043","VAC14",60.1151325405239,-1.29091697999541,0.603786118176699,0.00108621274177935,0.044358139516947
"ENSG00000147123","NDUFB11",314.440741908024,-0.869627138479726,0.376987434880161,0.00108808608358103,0.044358139516947
"ENSG00000277791","PSMB3",270.347199500454,-1.07984773265929,0.49106084875638,0.00109815301093792,0.0444639913000171
"ENSG00000159720","ATP6V0D1",409.611673593255,-1.06822590997562,0.485975174976277,0.00110785197003481,0.044553614362481
"ENSG00000173598","NUDT4",274.981709776606,0.601024754327309,0.239295348795106,0.00114222419770235,0.0456276404343919
"ENSG00000130202","NECTIN2",420.606774162443,-0.712860762537032,0.298556899856933,0.00116976928198565,0.0458057024103855
"ENSG00000064651","SLC12A2",126.809611083956,0.823737976769848,0.354845612171669,0.00115721389489012,0.0458057024103855
"ENSG00000128283","CDC42EP1",217.638552337225,-0.947053480064335,0.422860956666014,0.00116354424727755,0.0458057024103855
"ENSG00000137267","TUBB2A",147.302073126871,0.903759828293142,0.405422189148857,0.00123818592457355,0.0475748292383766
"ENSG00000132600","PRMT7",52.980439043515,-0.32903478210078,1.05943275571562,0.00125491401048809,0.0475748292383766
"ENSG00000132341","RAN",551.188969423865,0.587602686385415,0.236297099576259,0.00124997661734923,0.0475748292383766
"ENSG00000112096","SOD2",972.587264752489,0.495224208239658,0.189482486840253,0.00122512156115499,0.0475748292383766
"ENSG00000070770","CSNK2A2",124.33423457392,-0.751946547112868,0.322895028071951,0.00124915671051134,0.0475748292383766
"ENSG00000182199","SHMT2",442.135887293303,-0.900421293729228,0.407274719486048,0.00129138832807764,0.0483417819416235
"ENSG00000163453","IGFBP7",2398.87951457645,0.713683563746207,0.303855631067393,0.0012851957073501,0.0483417819416235
"ENSG00000116132","PRRX1",165.203751573357,0.697360719641165,0.29572441623793,0.00130027764495856,0.0483703283924584
"ENSG00000104825","NFKBIB",144.959017964799,-1.14174727002244,0.545756461617808,0.00132128651599496,0.0485450453284074
"ENSG00000204178","MACO1",80.1954774121497,-1.10287196985633,0.523946891748347,0.00132074458519192,0.0485450453284074
"ENSG00000189056","RELN",124.245598251111,0.874018281302135,0.396911064407195,0.00140211948496125,0.0511988661011618
"ENSG00000151414","NEK7",133.055926963059,0.7410406884979,0.324880400916116,0.00142476385560589,0.0517085028571114
"ENSG00000091656","ZFHX4",63.678510332371,0.932707406641206,0.435236252850249,0.00144632479676214,0.0521728799413834
"ENSG00000171451","DSEL",72.0742326224008,1.11321566066053,0.537791579380066,0.00148246558428645,0.0531544286606803
"ENSG00000077312","SNRPA",131.768449636728,-1.00438894180109,0.485197797392804,0.00154993435359953,0.0552407740875714
"ENSG00000010244","ZNF207",177.848721092922,0.66447851319542,0.286799759885107,0.00158038350947414,0.0557191512817568
"ENSG00000075415","SLC25A3",776.47625186331,0.568743555755713,0.235090629053962,0.001582079396273,0.0557191512817568
"ENSG00000143614","GATAD2B",46.7284476774106,-1.10829974981471,0.55190011531482,0.00159357846448007,0.0557939942387373
"ENSG00000102401","ARMCX3",85.9698862419259,0.848101744544718,0.394740893263117,0.00165022187626141,0.0574393017982918
"ENSG00000225614","ZNF469",55.2954936399027,1.13057846268726,0.56947121326113,0.0017188285842922,0.0594794635680651
"ENSG00000176182","MYPOP",96.3330677773782,-0.93371333533212,0.455044219806387,0.00175456528124554,0.0603651592715228
"ENSG00000170989","S1PR1",93.6995637288957,0.97273856302316,0.475838822487977,0.00176542754695938,0.0603897974684037
"ENSG00000143947","RPS27A",1656.65371210786,0.540110876837403,0.223910024583136,0.00177714494704717,0.0604432384275701
"ENSG00000104419","NDRG1",227.726103874722,-0.910013433790758,0.446030096583445,0.00179772829633941,0.0607022859008498
"ENSG00000178913","TAF7",92.7193045845015,1.18141150905725,0.611483592708157,0.00183575461393699,0.0607022859008498
"ENSG00000163902","RPN1",387.826370237936,-1.07217814281292,0.552717060332196,0.00182899584051827,0.0607022859008498
"ENSG00000130725","UBE2M",605.685066609871,-0.911538315997258,0.445712025807242,0.00181135634066294,0.0607022859008498
"ENSG00000168374","ARF4",689.298997340681,0.555063714613873,0.233272980878882,0.00181802167503262,0.0607022859008498
"ENSG00000133657","ATP13A3",304.123063090887,0.626144920071623,0.274246741639057,0.00186372891668044,0.0612868205087403
"ENSG00000157216","SSBP3",142.164991639184,-1.03340505656231,0.532948776783217,0.00191938855911218,0.0624273262504683
"ENSG00000173166","RAPH1",43.5913179606755,1.13709604335898,0.592895135241959,0.00191557679859145,0.0624273262504683
"ENSG00000205356","TECPR1",88.124149235376,-1.53343494787221,0.886204498149451,0.00194697464791741,0.0629803973065457
"ENSG00000255302","EID1",227.239401092058,0.707334002872539,0.324804241726404,0.00196399217334329,0.063187467112104
"ENSG00000174307","PHLDA3",272.980532989761,-0.804741011263398,0.390839330675362,0.00203908415294977,0.0652506928943927
"ENSG00000185112","FAM43A",318.456435011741,-0.697937783715333,0.326054167342043,0.00209963585100307,0.0668290512575951
"ENSG00000206503","HLA-A",1301.32730967349,-0.61893577700553,0.279062190397399,0.00215521829332069,0.0682332940523657
"ENSG00000099797","TECR",100.551132040404,-0.749813278663469,0.362281501903428,0.00222135224796657,0.0699549660312013
"ENSG00000159216","RUNX1",110.614301369094,-0.806788391589131,0.401709949787638,0.00227015850807972,0.0711157023162659
"ENSG00000160752","FDPS",824.222818577351,-0.616054043903723,0.280805279073867,0.00228659600413791,0.0712555990399415
"ENSG00000112651","MRPL2",70.3384830324238,-1.04292965502472,0.564383700483957,0.0023036631437201,0.0714135574553232
"ENSG00000173334","TRIB1",108.932299964647,-1.07192006956691,0.599355458258309,0.00240245813698462,0.0737084063470745
"ENSG00000158941","CCAR2",75.0733538887997,-1.48330084278949,0.919330970514644,0.00240210013719668,0.0737084063470745
"ENSG00000168394","TAP1",84.5198905855646,-0.840028594945104,0.43082558102588,0.00244128967093342,0.0745156724174138
"ENSG00000117614","SYF2",123.846917868021,-0.821096396540018,0.424219466250056,0.00248679064676297,0.0755172343343532
"ENSG00000115902","SLC1A4",102.030546930918,-0.748674729603997,0.375209327996081,0.00251733661361504,0.0760567894631306
"ENSG00000185475","TMEM179B",200.10393554688,-1.05574926534365,0.599209231718545,0.00254726863742217,0.0765724390400847
"ENSG00000173210","ABLIM3",87.5891399204329,0.764971585653319,0.38934237636779,0.00267218621376443,0.0799238811272659
"ENSG00000255875","PABPN1P2",52.9520980800177,-1.36408231199139,0.870709141156946,0.00269285026608197,0.0801392239185994
"ENSG00000210194","MT-TE",229.574197391444,1.30266155090375,0.820973687020263,0.00277790390812291,0.0822591246823262
"ENSG00000105136","ZNF419",63.4909431932824,-1.22003433160474,0.759612591536395,0.00282209379612073,0.0831539716559929
"ENSG00000230837","RPL31P2",143.121437337462,0.750540797097245,0.384321120844976,0.00283873190838253,0.083232178909817
"ENSG00000105669","COPE",752.094848920789,-0.724398457407193,0.370015265994152,0.002866857930237,0.0836447960822089
"ENSG00000126709","IFI6",890.679144984564,-0.156021101136082,0.312716085269336,0.00303742959652384,0.08448028485285
"ENSG00000130255","RPL36",3065.50200957983,-0.655652019960026,0.328051975132976,0.00303157913798575,0.08448028485285
"ENSG00000105698","USF2",147.430269021082,-0.737391153975429,0.382184940672151,0.00300486196501828,0.08448028485285
"ENSG00000150093","ITGB1",721.602885389163,0.667810419360551,0.330341464303614,0.00293275464828909,0.08448028485285
"ENSG00000137764","MAP2K5",43.6838895169379,-1.09696938480719,0.662130914089067,0.0030139661793514,0.08448028485285
"ENSG00000184432","COPB2",185.341352990428,0.673664333974219,0.336388314638322,0.00303507680452198,0.08448028485285
"ENSG00000170291","ELP5",65.6262326013336,-0.926453490301215,0.521358466330477,0.00291440336308105,0.08448028485285
"ENSG00000126785","RHOJ",86.344316821346,0.811427848835121,0.436197036237433,0.00300813150862795,0.08448028485285
"ENSG00000227939","RPL3P2",41.9649924809992,-1.17127352011015,0.737455356315591,0.00298615469244032,0.08448028485285
"ENSG00000009954","BAZ1B",86.7523371071704,-1.28758158161682,0.853795021690218,0.00303081980891309,0.08448028485285
"ENSG00000059573","ALDH18A1",70.8585448937639,1.07219067632475,0.642488177478552,0.00310746611681252,0.0860262247779912
"ENSG00000107874","CUEDC2",111.391617822147,-0.922379228101147,0.538661171793024,0.00316541354256454,0.0872031440689107
"ENSG00000166073","GPR176",87.4016954529255,0.733561203481347,0.382845948716527,0.00317928129417904,0.0872031440689107
"ENSG00000060688","SNRNP40",62.7436652990365,-1.39408152934043,0.993110965016729,0.00320176842947884,0.0874170903314589
"ENSG00000253276","CCDC71L",105.266678144699,1.10554602209696,0.692375558693286,0.003257517113403,0.0879225738730951
"ENSG00000088826","SMOX",73.900887824467,-0.921475089525238,0.53456780992425,0.00326459825704873,0.0879225738730951
"ENSG00000022840","RNF10",202.765446712029,-0.826629559018428,0.464521470564203,0.00325037428031927,0.0879225738730951
"ENSG00000090339","ICAM1",333.386412736014,-0.732190620722281,0.391051913494813,0.00329789844843344,0.0884193313742155
"ENSG00000197894","ADH5",150.450803170919,0.580159598269378,0.279179426841802,0.00333354218684166,0.0887925465508914
"ENSG00000126767","ELK1",97.652768409042,-1.08359306948558,0.700549515973323,0.00335201584806932,0.0887925465508914
"ENSG00000125611","CHCHD5",69.5282721986277,-0.905308977061425,0.534348097017505,0.00335657308030084,0.0887925465508914
"ENSG00000128272","ATF4",884.821896444819,-0.75953086054484,0.417114224369771,0.00342104964283331,0.0900578834917161
"ENSG00000168066","SF1",218.173249799253,-0.547121814140864,0.25927895841418,0.00343466726354495,0.0900578834917161
"ENSG00000134107","BHLHE40",105.268260961485,-0.664420689768069,0.34404654426647,0.00346499782378428,0.0904546800314212
"ENSG00000010803","SCMH1",49.1351559941699,-0.992191495596663,0.619977086026983,0.00350219908456875,0.0910265893072192
"ENSG00000163513","TGFBR2",302.357959172577,0.67447210677601,0.352023053773173,0.00353356909045373,0.0912907273299709
"ENSG00000213190","MLLT11",167.264363169661,0.923929425922191,0.556647689803659,0.00354303730060875,0.0912907273299709
"ENSG00000173660","UQCRH",513.550775293454,0.581884991000339,0.286022980573892,0.00361210917028917,0.0920792462859899
"ENSG00000125730","C3",285.981765484572,-0.8566425141803,0.509922474060722,0.00362005101325969,0.0920792462859899
"ENSG00000131171","SH3BGRL",77.6348825568408,0.803610474744871,0.453761971251782,0.00359164756114038,0.0920792462859899
"ENSG00000163430","FSTL1",1294.44816211052,0.582346011325657,0.287493356204994,0.00367080155109245,0.092972812051499
"ENSG00000110619","CARS1",224.256824660234,-0.651090999165518,0.342512754987996,0.00375278067070504,0.0944684536998984
"ENSG00000129355","CDKN2D",45.4381555602666,-0.863991003603992,0.518324167739526,0.00376159669470362,0.0944684536998984
"ENSG00000106153","CHCHD2",864.450684531306,0.44270978970054,0.1969891376308,0.00384235810822157,0.0960912414291377
